,Track URI,Track Name,Artist URI(s),Artist Name(s),Album URI,Album Name,Album Artist URI(s),Album Artist Name(s),Album Release Date,Album Image URL,Disc Number,Track Number,Track Duration (ms),Track Preview URL,Explicit,Popularity,ISRC,Added By,Added At,Artist Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature,Album Genres,Label,Copyrights,Album Release Year
1779,spotify:track:77QeAqSNDpK1DahLOua9S1,And I Love You So,spotify:artist:5v8jlSmAQfrkTjAlpUfWtu,Perry Como,spotify:album:2akbZSjwUR6L8pFa55dDGG,Legends - Perry Como,spotify:artist:5v8jlSmAQfrkTjAlpUfWtu,Perry Como,2004-09-21,https://i.scdn.co/image/ab67616d0000b27361631e5857045b7f79624694,1,1,194733,https://p.scdn.co/mp3-preview/f697ae35bfe33698d20ec4145201ce041f4005b7?cid=9950ac751e34487dbbe027c4fd7f8e99,False,27,USRC17304670,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,easy listening,lounge",0.417,0.282,10.0,-12.745,0.0,0.0262,0.925,0.253,0.155,0.244,91.653,4.0,,RCA Camden,P (P) This compilation 2004 BMG UK & Ireland Ltd.,2004
1781,spotify:track:1InCpEliLCkWHOBdXW7XSx,Kings & Queens,spotify:artist:4npEfmQ6YuiwW1GpUmaq3F,Ava Max,spotify:album:6B1U2tJse7tS9Yi4VJjZAA,Heaven & Hell,spotify:artist:4npEfmQ6YuiwW1GpUmaq3F,Ava Max,2020-09-18,https://i.scdn.co/image/ab67616d0000b2732ca6f6a1cf2cb7c43de08db5,1,2,162398,,False,0,USAT21906943,spotify:user:bradnumber1,2022-02-03T10:28:50Z,pop,0.637,0.69,1.0,-4.057,0.0,0.0405,0.00786,0.0,0.124,0.457,129.857,4.0,,Atlantic Records,"C Atlantic Records, © 2020 Artist Partner Group, Inc., P Atlantic Records, ℗ 2020 Artist Partner Group, Inc.",2020
1783,spotify:track:5aFQU3VPCQ3YGfKBA4tLfj,1-800-273-8255,"spotify:artist:4xRYI6VqpkE3UwrDrAZL8L, spotify:artist:2wUjUUtkb5lvLKcGKsKqsR, spotify:artist:6LuN9FCkKOj5PcnpouEgny","Logic, Alessia Cara, Khalid",spotify:album:1sweBli5bv5QIothRFFMsf,Everybody,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,Logic,2017-05-05,https://i.scdn.co/image/ab67616d0000b2736cfd3d4d9dbe353323190910,1,10,250173,,True,0,USUM71702778,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"conscious hip hop,hip hop,pop rap,rap,canadian contemporary r&b,canadian pop,pop,pop,pop r&b",0.627,0.572,5.0,-7.738,0.0,0.0373,0.568,1.52e-06,0.198,0.361,100.041,4.0,,Universal Music Group,"C © 2017 Def Jam Recordings, a division of UMG Recordings, Inc., P ℗ 2017 Def Jam Recordings, a division of UMG Recordings, Inc.",2017
1784,spotify:track:7DJ0MFT63UDe5gzD7VFYJ6,When Will I Be Loved,spotify:artist:4ACplpEqD6JIVgKrafauzs,The Everly Brothers,spotify:album:2Lj9mbgsyKozGGbHmF1EB8,Greatest and Original Hits,spotify:artist:4ACplpEqD6JIVgKrafauzs,The Everly Brothers,2017-09-15,https://i.scdn.co/image/ab67616d0000b273609aa1b335282c3e3ac4ac73,1,53,118773,https://p.scdn.co/mp3-preview/71479d6f80cccccd965b253e6a7eb6194115f57f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,2,DEG320704360,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"adult standards,folk rock,mellow gold,rock-and-roll,rockabilly,sunshine pop",0.521,0.712,4.0,-4.44,1.0,0.0385,0.311,0.0,0.384,0.812,118.029,4.0,,10TEN MEDIA,"C 2017 10TEN MEDIA, P 2017 10TEN MEDIA",2017
1785,spotify:track:14WWzenpaEgQZlqPq2nk4v,Work,"spotify:artist:5pKCCKE2ajJHZ9KAiaK11H, spotify:artist:3TVXtAsR1Inumwj472S9r4","Rihanna, Drake",spotify:album:2JNVoEx4psIgNQyEExwQVn,ANTI (Deluxe),spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,2016-01-28,https://i.scdn.co/image/ab67616d0000b2730ed05634a469e5cf4789b0a7,1,4,219320,,True,0,QM5FT1600116,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"barbadian pop,pop,urban contemporary,canadian hip hop,canadian pop,hip hop,rap,toronto rap",0.725,0.534,11.0,-6.238,1.0,0.0946,0.0752,0.0,0.0919,0.558,91.974,4.0,,Universal Music Group,"C © 2016 Westbury Road Entertainment. Distributed by Roc Nation Records, P ℗ 2016 Westbury Road Entertainment. Distributed by Roc Nation Records",2016
1786,spotify:track:0fMUJCIylP01D8JjSULZ7C,Wild Weekend,spotify:artist:5DHZNhnoDoZuzDQejFO7h6,The Rebels,spotify:album:71CcmssjBmjPYKWiDnW7PE,Wild Weekend,spotify:artist:5DHZNhnoDoZuzDQejFO7h6,The Rebels,2014-03-12,https://i.scdn.co/image/ab67616d0000b27313bc3be386af46aef29bfedb,1,1,133564,https://p.scdn.co/mp3-preview/141b55fc087a45d83f0a3f277274a5980499303c?cid=9950ac751e34487dbbe027c4fd7f8e99,False,3,QMFME1405798,spotify:user:bradnumber1,2021-08-08T09:26:31Z,,0.554,0.65,6.0,-12.099,1.0,0.039,0.446,0.0756,0.112,0.879,123.583,4.0,,Redwood Records,C (C) 2014 Entertain Me Europe LTD,2014
1787,spotify:track:5duCWzvvPXMTPfnNSleTqN,Kiss My (Uh Oh),"spotify:artist:1zNqDE7qDGCsyzJwohVaoX, spotify:artist:3e7awlrlDSwF3iM0WBjGMp","Anne-Marie, Little Mix",spotify:album:5dcTt2amySe0XICLijKgVj,Kiss My (Uh Oh),"spotify:artist:1zNqDE7qDGCsyzJwohVaoX, spotify:artist:3e7awlrlDSwF3iM0WBjGMp","Anne-Marie, Little Mix",2021-07-23,https://i.scdn.co/image/ab67616d0000b27385c0acb436f63ba6281ef101,1,1,176800,https://p.scdn.co/mp3-preview/5e2838f59e3ccec8c589b688d455bba5d78c933f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,50,GBAHS2100220,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,girl group,pop,talent show,uk pop",0.638,0.878,5.0,-3.639,0.0,0.0484,0.0151,0.000223,0.308,0.481,103.948,4.0,,Atlantic Records/Asylum,"C A Major Toms / Asylum Records release, © 2021 Warner Music UK Limited., P A Major Toms / Asylum Records release, ℗ 2021 Warner Music UK Limited.",2021
1789,spotify:track:0wWXcZlRjfetNmJwcfGN5I,Time to Pretend,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,MGMT,spotify:album:0tn4OkXyDMemo4zWthSdu0,Oracular Spectacular,spotify:artist:0SwO7SWeDHJijQ3XNS7xEE,MGMT,2008-02-11,https://i.scdn.co/image/ab67616d0000b273881c6a903ecc697df91d5d44,1,1,262853,https://p.scdn.co/mp3-preview/cea2d1f0e170d9fa339cf16b78fc07aa6c5d9d43?cid=9950ac751e34487dbbe027c4fd7f8e99,False,20,USSM10705286,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"alternative rock,indie rock,indietronica,modern rock,rock",0.457,0.936,2.0,-3.238,1.0,0.0474,9.31e-05,0.161,0.234,0.47,100.98,3.0,,Columbia,P (P) 2007 SONY BMG MUSIC ENTERTAINMENT,2008
1790,spotify:track:2wcDfk3TfQg3Jv8gEoTim7,I Just Wanna Live,spotify:artist:5aYyPjAsLj7UzANzdupwnS,Good Charlotte,spotify:album:02abrECBsxdR3Ywjy1hCuW,Greatest Hits,spotify:artist:5aYyPjAsLj7UzANzdupwnS,Good Charlotte,2010-11-12,https://i.scdn.co/image/ab67616d0000b273aabb9557204ead9f05752743,1,10,165946,https://p.scdn.co/mp3-preview/1a0ab0561dbc25e6eb664bbb84f2ec0e6d50cd6f?cid=9950ac751e34487dbbe027c4fd7f8e99,False,53,USSM10412717,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"alternative metal,modern rock,neon pop punk,pop punk,pop rock,post-grunge",0.804,0.832,10.0,-4.723,0.0,0.0347,0.0148,0.0,0.107,0.9,111.023,4.0,,Epic/Legacy,"P (P) 2010 Epic Records, a division of Sony Music Entertainment",2010
1792,spotify:track:7nD9nN3jord9wWcfW3Gkcm,All In My Head (Flex) (feat. Fetty Wap),"spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt, spotify:artist:6PXS4YHDkKvl1wkIl4V8DL","Fifth Harmony, Fetty Wap",spotify:album:0pF0oyuPNdOObniB1Ng0kW,7/27 (Deluxe),spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt,Fifth Harmony,2016-05-27,https://i.scdn.co/image/ab67616d0000b273d03fa6f4e758282b7920b5c8,1,6,210573,https://p.scdn.co/mp3-preview/919cbfbef09365ed8ce9481ec8b2699a970c12e7?cid=9950ac751e34487dbbe027c4fd7f8e99,False,65,USSM11601121,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"girl group,pop,talent show,new jersey rap,pop rap,rap,southern hip hop,trap",0.689,0.791,0.0,-5.194,0.0,0.053,0.023,0.0,0.0526,0.755,95.04,4.0,,Syco Music/Epic,"P (P) 2016 Simco Ltd. under exclusive license to Epic Records, a division of Sony Music Entertainment",2016
1793,spotify:track:1XfmLcVCKlRWbivOmgd3pU,Out Of The Blue,spotify:artist:2g6fa86fL6oLcoDqanBbuR,Delta Goodrem,spotify:album:6sCFWNbps5NqwfjdK8pWH1,Mistaken Identity,spotify:artist:2g6fa86fL6oLcoDqanBbuR,Delta Goodrem,2004-11-05,https://i.scdn.co/image/ab67616d0000b273dafff3f5ee4e38e38c937541,1,1,265200,https://p.scdn.co/mp3-preview/49dca721e74b81d2e1f067ea30d983ef6e9ecbab?cid=9950ac751e34487dbbe027c4fd7f8e99,False,32,AUSM00400246,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"australian pop,australian talent show",0.445,0.71,6.0,-4.063,1.0,0.0281,0.197,0.0,0.104,0.238,75.845,4.0,,Epic,P (P) 2004 Sony Music Entertainment Australia Pty Ltd,2004
1798,spotify:track:5TvjCpzwTMoySxj6kHcbo4,Old Me,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,spotify:album:5Fwa26r9uopk0xRjnUnnQO,Old Me,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,2020-02-21,https://i.scdn.co/image/ab67616d0000b27381ed664c19da24979e5a3ca9,1,1,184666,https://p.scdn.co/mp3-preview/8f7620dd91bd51c14ed8730246b216aa1d0b7815?cid=9950ac751e34487dbbe027c4fd7f8e99,False,0,USUG12000295,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"boy band,pop",0.726,0.62,0.0,-3.752,1.0,0.0469,0.316,0.0,0.279,0.466,127.9,4.0,,5 Seconds of Summer/Interscope Records,"C © 2020 5 Seconds of Summer, under exclusive license to Interscope Records, P ℗ 2020 5 Seconds of Summer, under exclusive license to Interscope Records",2020
1800,spotify:track:0OSAJEA0ekX6pr2nuiPzX7,Rapture (feat.Nadia Ali),"spotify:artist:5WVf5DCSYmK4JYD6vIcttw, spotify:artist:1C60viSZv6BoYtrnkZ44g5","iio, Nadia Ali",spotify:album:64cR11AqqLidCg6VGjUzxD,Poetica (feat. Nadia Ali),spotify:artist:5WVf5DCSYmK4JYD6vIcttw,iio,2006-06-27,https://i.scdn.co/image/ab67616d0000b273e391f672d6274dbb5d17758b,1,1,253586,https://p.scdn.co/mp3-preview/35f63393e402ee905f279eff8a885fcc1b798cbb?cid=9950ac751e34487dbbe027c4fd7f8e99,False,60,US4BR0500030,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"vocal house,vocal trance",0.661,0.855,8.0,-8.403,1.0,0.0377,0.0722,0.0185,0.199,0.601,123.943,4.0,,Made Records,"C 2006 Made Records, P 2006 Made Records",2006
1804,spotify:track:5vGEdM7LvbgMypJkILhQ4p,Dog Days Are Over,spotify:artist:1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,spotify:album:3cVNp1AXxdzoKIs9r6keWU,Between Two Lungs,spotify:artist:1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,2010-01-01,https://i.scdn.co/image/ab67616d0000b2737f1d6472eac2fc9dc9617db9,1,1,252818,,False,0,GBUM70900209,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"baroque pop,modern rock,uk alternative pop",0.494,0.831,7.0,-5.151,1.0,0.0996,0.0363,0.00345,0.119,0.271,150.248,4.0,,Universal Music Group,"C © 2010 Universal Island Records Ltd. A Universal Music Company., P ℗ 2010 Universal Island Records Ltd. A Universal Music Company.",2010
1805,spotify:track:6Zo3wgDE076K2AuiGZF3CS,Fun (feat. Chris Brown),"spotify:artist:0TnOYISbd1XYRBk9myaseg, spotify:artist:7bXgB6jMjp9ATFy66eO08Z","Pitbull, Chris Brown",spotify:album:4EUf4YyNjuXypWY6W5wEDm,Globalization,spotify:artist:0TnOYISbd1XYRBk9myaseg,Pitbull,2014-11-21,https://i.scdn.co/image/ab67616d0000b2731e340d1480e7bb29a45e3bd7,1,2,202306,https://p.scdn.co/mp3-preview/d83896e2d4eb059b31c083df65a200fe39e5159b?cid=9950ac751e34487dbbe027c4fd7f8e99,False,65,USRC11402646,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,miami hip hop,pop,r&b,rap",0.793,0.774,0.0,-3.667,0.0,0.0478,0.156,0.0,0.193,0.547,113.967,4.0,,Mr.305/Polo Grounds Music/RCA Records,"P (P) 2014 RCA Records, a division of Sony Music Entertainment",2014
1806,spotify:track:38dDlGN6i6lmHVj4ht19vt,Show Me the Night,spotify:artist:2luRh7SpSZXnyXw4MiObqJ,Jump Jump Dance Dance,spotify:album:3U5YjNc9WLaNlRDGkp23kq,Show Me the Night,spotify:artist:2luRh7SpSZXnyXw4MiObqJ,Jump Jump Dance Dance,2010-04-05,https://i.scdn.co/image/ab67616d0000b273e255963a5d020dc80b0ad9fa,1,1,214634,https://p.scdn.co/mp3-preview/9d958f980d907bee2bb1bc36f160c179b1ad4fb1?cid=9950ac751e34487dbbe027c4fd7f8e99,False,1,AUNV00902361,spotify:user:bradnumber1,2021-08-08T09:26:31Z,,0.679,0.686,4.0,-5.599,0.0,0.0367,0.000109,0.183,0.128,0.769,122.975,4.0,,etcetc,"C 2010 etcetc Music Pty Ltd, P 2010 etcetc Music Pty Ltd",2010
1808,spotify:track:1W3kOvOTfSRJgrAgeoUczq,He'll Have to Stay,spotify:artist:4f2WSqFHOISjWlyl9mYJJw,Jeanne Black,spotify:album:6jPO0ICPaAEChoTJRpH6fN,A Little Bit Lonely,spotify:artist:4f2WSqFHOISjWlyl9mYJJw,Jeanne Black,2001-09-20,https://i.scdn.co/image/ab67616d0000b27361f61ee1b746da6c81100957,1,2,159608,https://p.scdn.co/mp3-preview/19dd24347ef09dbab2fc879e8f0174f28628eae2?cid=9950ac751e34487dbbe027c4fd7f8e99,False,2,ZA42A1538158,spotify:user:bradnumber1,2021-08-08T09:26:31Z,,0.45,0.0843,10.0,-15.315,1.0,0.0406,0.984,7.58e-05,0.133,0.36,81.869,3.0,,TP4 Music,"C 2015 TP4 Music, P 2015 TP4 Music",2001
1810,spotify:track:3o9LfDxxxtcNwL2PXLavb7,Way Down Yonder In New Orleans,spotify:artist:1ffNa7yLg0ncUpBm5P03pm,Freddy Cannon,spotify:album:5EfORy4oQZnpVHnK0EFuZL,The A-Z Collection: Freddy Cannon,spotify:artist:1ffNa7yLg0ncUpBm5P03pm,Freddy Cannon,2012-03-01,https://i.scdn.co/image/ab67616d0000b273c3b46893578d120eb1268203,1,25,153360,https://p.scdn.co/mp3-preview/73e74e72d70ceef91b93d61df6e4a081ef55a8b9?cid=9950ac751e34487dbbe027c4fd7f8e99,False,0,GBVUD0815073,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"classic garage rock,doo-wop,merseybeat,rhythm and blues,rock-and-roll,rockabilly,surf music",0.453,0.672,8.0,-8.425,1.0,0.0469,0.762,0.0,0.321,0.814,142.81,4.0,,Stratx,"C 2012 Affable Productions, P 2012 Affable Productions",2012
1812,spotify:track:6RjKVXi31fui9m4dbiGRrL,I Knew You Were Trouble,spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,spotify:album:5FerdPFXSHSnCVq4OBy4Ey,Red,spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,2012-10-22,https://i.scdn.co/image/ab67616d0000b2737d2f918a1b23f98ceb7510fa,1,4,219720,,False,0,USCJY1231039,spotify:user:bradnumber1,2021-08-08T09:26:31Z,pop,0.499,0.467,6.0,-6.744,1.0,0.0461,0.00593,1.65e-06,0.0361,0.637,76.76,4.0,,Universal Music Group,"C © 2012 Big Machine Records, LLC., P ℗ 2012 Big Machine Records, LLC.",2012
1814,spotify:track:0cnHixDlrP7fk0smV0wOtC,Cheap Wine,spotify:artist:1VcbchGlIfo3Gylxc3F076,Cold Chisel,spotify:album:1Htwv3I81HU6YUWWs0ommZ,The Best of Cold Chisel - All for You,spotify:artist:1VcbchGlIfo3Gylxc3F076,Cold Chisel,2011-10-31,https://i.scdn.co/image/ab67616d0000b27306dc40069e45da5e5d9f90e6,1,5,205480,,False,0,TCABB1158217,spotify:user:bradnumber1,2021-08-08T09:26:31Z,australian rock,0.679,0.891,0.0,-3.565,1.0,0.036,0.185,0.0,0.243,0.846,123.66,4.0,,Cold Chisel Pty Ltd,"C 2011 Cold Chisel Pty Ltd, P 2011 Cold Chisel Pty Ltd",2011
1816,spotify:track:4RE3vueod5PL48rvHtuu9C,Peer Pressure,"spotify:artist:4EzkuveR9pLvDVFNx6foYD, spotify:artist:0ZED1XzwlLHW4ZaG4lOT6m","James Bay, Julia Michaels",spotify:album:2aIsEIVLrAP75xdEhdVm1d,Oh My Messy Mind,spotify:artist:4EzkuveR9pLvDVFNx6foYD,James Bay,2019-05-10,https://i.scdn.co/image/ab67616d0000b2734b32688c63234ca628de1cc9,1,1,176826,https://p.scdn.co/mp3-preview/0fee1bcb679049f6a5041de5052b7a18fd9027bc?cid=9950ac751e34487dbbe027c4fd7f8e99,False,70,USUM71901255,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"neo mellow,pop,uk pop,pop",0.631,0.715,1.0,-6.083,0.0,0.0277,0.0299,0.0,0.122,0.42,135.826,4.0,,Republic Records,"C © 2019 Republic Records, a division of UMG Recordings, Inc., P ℗ 2019 Republic Records, a division of UMG Recordings, Inc.",2019
1817,spotify:track:67ornPeJsD8z78E4isjhzm,Looks Like Sex,spotify:artist:2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,spotify:album:1VxcmruVvINURco6gJuZCw,Looks Like Sex,spotify:artist:2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,2011-12-02,https://i.scdn.co/image/ab67616d0000b273ea8324e1c76f5258bac4f4f2,1,1,204786,https://p.scdn.co/mp3-preview/43710140291c66f7e67de8f3e1c280de96271f44?cid=9950ac751e34487dbbe027c4fd7f8e99,False,43,USRC11101007,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop,pop dance,pop rap",0.728,0.656,2.0,-5.34,1.0,0.0378,0.151,0.0,0.28,0.287,104.998,4.0,,RCA Records Label,"P (P) 2011 RCA Records, a division of Sony Music Entertainment",2011
1818,spotify:track:1cRNEme8Bp7V8eNIAeyiAk,Hanging By A Moment,spotify:artist:5PokPZn11xzZXyXSfnvIM3,Lifehouse,spotify:album:73VoR62ltV5NrQfdK06CC6,No Name Face,spotify:artist:5PokPZn11xzZXyXSfnvIM3,Lifehouse,2001-03-02,https://i.scdn.co/image/ab67616d0000b27368ab54333fd33f279da0d3ae,1,1,216066,,False,0,USDW10022031,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"neo mellow,pop rock,post-grunge",0.54,0.866,1.0,-4.901,1.0,0.0364,0.00103,0.0,0.0971,0.441,124.595,4.0,,Universal Music Ltd.,"C (C) 2000 SKG Music L.L.C., P (P) 2000 SKG Music L.L.C.",2001
1819,spotify:track:6rlgy1boD69A3mcV7VzPRL,You're Nobody 'Til Somebody Loves You,spotify:artist:4IWBUUAFIplrNtaOHcJPRM,James Arthur,spotify:album:029WUoBjWc7Js1QiPH3mw0,James Arthur (Deluxe),spotify:artist:4IWBUUAFIplrNtaOHcJPRM,James Arthur,2013-11-04,https://i.scdn.co/image/ab67616d0000b273192221f838b7b6b9cb4629bf,1,1,201373,https://p.scdn.co/mp3-preview/1ee36a675652445da872819e7835886936bec41b?cid=9950ac751e34487dbbe027c4fd7f8e99,False,45,GBHMU1300188,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"pop,talent show,uk pop",0.418,0.925,6.0,-2.798,0.0,0.0926,0.0113,0.0,0.0773,0.596,155.73,4.0,,Syco Music,P (P) 2013 Simco Limited,2013
1820,spotify:track:6QIUodp8lfsI3BNWaYWBAP,Only Want You,spotify:artist:2OHEv8cQ8d51jRGsC2KaAJ,"Love\, Marco",spotify:album:0IAPmGB8rDjGirhQygPZeQ,Only Want You,spotify:artist:2OHEv8cQ8d51jRGsC2KaAJ,"Love\, Marco",2020-05-08,https://i.scdn.co/image/ab67616d0000b2736e48e8dfb100196cbf85dda5,1,1,161601,https://p.scdn.co/mp3-preview/653ca0048536c6e160495b595ec7f275774dfb8e?cid=9950ac751e34487dbbe027c4fd7f8e99,False,30,AUBM02000341,spotify:user:bradnumber1,2021-08-08T09:26:31Z,,0.471,0.419,9.0,-7.044,1.0,0.033,0.641,0.0,0.147,0.216,128.016,4.0,,Sony Music Entertainment,P (P) 2020 Marco under exclusive licence to Sony Music Entertainment Australia Pty Ltd,2020
1822,spotify:track:5vlEg2fT4cFWAqU5QptIpQ,Replay,spotify:artist:5tKXB9uuebKE34yowVaU3C,Iyaz,spotify:album:698AdfGuOthKXXvvHla9bf,Replay,spotify:artist:5tKXB9uuebKE34yowVaU3C,Iyaz,2009-08-11,https://i.scdn.co/image/ab67616d0000b273322b086aec3e63cc7caf30c6,1,1,182306,https://p.scdn.co/mp3-preview/fbc52df880d479ab0e34ee46bcc817a9f8b52a35?cid=9950ac751e34487dbbe027c4fd7f8e99,False,76,USRE10901161,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop rap,post-teen pop",0.706,0.751,9.0,-6.323,1.0,0.0708,0.173,0.0,0.168,0.195,91.031,4.0,,Time Is Money/Beluga Heights/Reprise,"C © 2009 Reprise Records, P ℗ 2009 Reprise Records",2009
1823,spotify:track:5Zea1yhPWuhGKVa9sBFuZu,My Prerogative - Remastered,spotify:artist:26dSoYclwsYLMAKD3tpOr4,Britney Spears,spotify:album:2ti2e8J05nwg9ikcMjW8aS,The Essential Britney Spears,spotify:artist:26dSoYclwsYLMAKD3tpOr4,Britney Spears,2014-07-29,https://i.scdn.co/image/ab67616d0000b273e2d88ce9b368639664aa7847,2,1,213893,https://p.scdn.co/mp3-preview/da507bbf15b6f4288e4bb97793257eef2996b1fb?cid=9950ac751e34487dbbe027c4fd7f8e99,False,32,USJI10900668,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"dance pop,pop",0.763,0.935,10.0,-4.372,0.0,0.104,0.0081,3.45e-06,0.0739,0.636,111.026,4.0,,Jive/Legacy,"P This Compilation (P) 2013 RCA Records, a division of Sony Music Entertainment",2014
1826,spotify:track:6cmgXQozMvu3LJgT9Z8HPC,Catch My Disease,spotify:artist:06y1hH4hu3rcTUXHJevPCf,Ben Lee,spotify:album:31vkFfU7fegCtuirdMqxtE,Awake Is The New Sleep,spotify:artist:06y1hH4hu3rcTUXHJevPCf,Ben Lee,2005-02-22,https://i.scdn.co/image/ab67616d0000b273a56b2221973d8de4ebba89a5,1,4,253653,,False,0,US27Q0460704,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"australian alternative rock,australian pop,australian rock,pop rock",0.766,0.684,11.0,-6.28,1.0,0.0324,0.0199,2.15e-05,0.173,0.929,115.983,4.0,,New West,"P (P) 2005 New West Records, LLC",2005
1827,spotify:track:6TWezDt5piKJEbQC8GxQYa,Global Concepts,spotify:artist:42crL07E4WPfVovyUtMpvC,Robert DeLong,spotify:album:11kqs72VoLU1o9ab2A9lm4,Global Concepts,spotify:artist:42crL07E4WPfVovyUtMpvC,Robert DeLong,2012-12-03,https://i.scdn.co/image/ab67616d0000b2738ffa17d715e1ab1bda054c83,1,1,278160,,True,0,USYAH1200404,spotify:user:bradnumber1,2021-08-08T09:26:31Z,modern alternative rock,0.733,0.801,4.0,-3.728,0.0,0.195,0.356,9.37e-06,0.365,0.664,107.961,4.0,,Liberator Music,"C 2012 Glassnote Entertainment Group LLC, P 2012 Glassnote Entertainment Group LLC",2012
1829,spotify:track:1xNcBAoUw8Hz6LqK2jt4Ff,Call on Me - Radio Mix,spotify:artist:5sm0jQ1mq0dusiLtDJ2b4R,Eric Prydz,spotify:album:7thKR3tw162CqNqIRdwZ3z,Call on Me (Radio Mix),spotify:artist:5sm0jQ1mq0dusiLtDJ2b4R,Eric Prydz,2004-09-10,https://i.scdn.co/image/ab67616d0000b2731cd65e046a28cef435feff21,1,1,171360,https://p.scdn.co/mp3-preview/31bc0a16df83fa78aa422068e79d2aa960ac3249?cid=9950ac751e34487dbbe027c4fd7f8e99,False,79,GBCEN0400130,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"edm,electro house,house,pop dance,progressive electro house,progressive house",0.597,0.837,10.0,-6.518,1.0,0.375,0.00427,0.00115,0.839,0.447,126.342,4.0,,Pryda Presents,P (P) 2004 Data Records / Ministry of Sound Recordings Limited / Wincraft Music Limited,2004
1832,spotify:track:2x9BavXrcqPKF0dHkrmkj6,Coming Home,spotify:artist:6VxCmtR7S3yz4vnzsJqhSV,Sheppard,spotify:album:18jAoHd0lR5tMaoqViNPMh,Coming Home,spotify:artist:6VxCmtR7S3yz4vnzsJqhSV,Sheppard,2017-11-10,https://i.scdn.co/image/ab67616d0000b273eaea1b3b8d4436ce189dace5,1,1,218385,https://p.scdn.co/mp3-preview/cab2f8776c0344b85f6da3999ba77835fc62d568?cid=9950ac751e34487dbbe027c4fd7f8e99,False,55,AUIYA1700032,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"australian indie,folk-pop",0.61,0.928,4.0,-6.676,1.0,0.0585,0.152,3.1e-06,0.107,0.644,144.034,4.0,,Empire Of Song,"C 2017 Empire Of Song (Australia) Pty Ltd, P 2017 Empire Of Song (Australia) Pty Ltd",2017
1833,spotify:track:0yFWdhx0rDU4zNddqvfu33,Red Desert,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,spotify:album:0vX2Jo5xhltAA7kVdW2hwO,CALM,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,2020-03-27,https://i.scdn.co/image/ab67616d0000b273631b12c5eaa661c6c793ba45,1,1,229557,,False,0,USUG12000293,spotify:user:bradnumber1,2021-08-08T09:26:31Z,"boy band,pop",0.504,0.83,9.0,-4.474,1.0,0.121,0.0205,2.49e-06,0.0563,0.449,133.929,4.0,,5 Seconds Of Summer/Interscope,"C © 2020 5 Seconds of Summer, under exclusive license to Interscope Records, P ℗ 2020 5 Seconds of Summer, under exclusive license to Interscope Records",2020
